,trace_id,svc_name,cluster_id,my_span_id,parent_span_id,load,last_load,avg_load,st,et,rt,call_size
1423,a8102c55aea58ba6556516511b0ad284,ratings-v1,0,b1ccfd255ee9c525,9b761f976139a667,20,20,20,1697157731040,1697157731041,1,0
1424,a8102c55aea58ba6556516511b0ad284,details-v1,0,1bf133032dc5fa56,556516511b0ad284,19,19,19,1697157730992,1697157730994,2,0
1425,a8102c55aea58ba6556516511b0ad284,productpage-v1,0,556516511b0ad284,,27,27,27,1697157730927,1697157731078,151,0
1426,a8102c55aea58ba6556516511b0ad284,reviews-v3,0,9b761f976139a667,556516511b0ad284,13,13,13,1697157731037,1697157731044,7,0
1427,49cc4258b62686b86093d012bf18ae2f,ratings-v1,0,4aeb90b23eae6ea2,add2a383ac599098,20,20,20,1697157731042,1697157731043,1,0
1428,49cc4258b62686b86093d012bf18ae2f,details-v1,0,a22a2c98e0334a48,6093d012bf18ae2f,19,19,19,1697157730987,1697157730990,3,0
1429,49cc4258b62686b86093d012bf18ae2f,productpage-v1,0,6093d012bf18ae2f,,27,27,27,1697157730925,1697157731074,149,0
1430,49cc4258b62686b86093d012bf18ae2f,reviews-v3,0,add2a383ac599098,6093d012bf18ae2f,13,13,13,1697157731038,1697157731045,7,0
1431,9d5efa6b17e5368739cf48e636abed07,ratings-v1,0,c391030724414d34,02da4c50d7e851e4,20,20,20,1697157731050,1697157731051,1,0
1432,9d5efa6b17e5368739cf48e636abed07,details-v1,0,ad5cd62412b2ee22,39cf48e636abed07,19,19,19,1697157731000,1697157731001,1,0
1433,9d5efa6b17e5368739cf48e636abed07,productpage-v1,0,39cf48e636abed07,,28,28,28,1697157730955,1697157731096,141,0
1434,9d5efa6b17e5368739cf48e636abed07,reviews-v3,0,02da4c50d7e851e4,39cf48e636abed07,13,13,13,1697157731048,1697157731052,4,0
1435,3311d0ecb00a483fc10350a8be7cdedd,ratings-v1,0,3c412a7be830afa5,aaac1ae5f830c547,20,20,20,1697157731063,1697157731065,2,0
1436,3311d0ecb00a483fc10350a8be7cdedd,details-v1,0,f0c12f850cf863b9,c10350a8be7cdedd,19,19,19,1697157731000,1697157731003,3,0
1437,3311d0ecb00a483fc10350a8be7cdedd,productpage-v1,0,c10350a8be7cdedd,,27,27,27,1697157730926,1697157731077,151,0
1438,3311d0ecb00a483fc10350a8be7cdedd,reviews-v3,0,aaac1ae5f830c547,c10350a8be7cdedd,13,13,13,1697157731061,1697157731067,6,0
1439,b174192e796cc8c981a038caa40729c8,ratings-v1,0,786a673a4d9dda6e,a84cba5076bc63bd,20,20,20,1697157731073,1697157731075,2,0
1440,b174192e796cc8c981a038caa40729c8,details-v1,0,a8f5699a55ed5d4f,81a038caa40729c8,19,19,19,1697157731017,1697157731018,1,0
1441,b174192e796cc8c981a038caa40729c8,productpage-v1,0,81a038caa40729c8,,27,27,27,1697157730983,1697157731089,106,0
1442,b174192e796cc8c981a038caa40729c8,reviews-v3,0,a84cba5076bc63bd,81a038caa40729c8,13,13,13,1697157731071,1697157731077,6,0
1443,98da5ea4709fceea622e0805482e10ae,ratings-v1,0,cc076b984e1a0565,af72e20d37fc81b6,20,20,20,1697157731089,1697157731091,2,0
1444,98da5ea4709fceea622e0805482e10ae,details-v1,0,b83e6c0b51e5a158,622e0805482e10ae,19,19,19,1697157731023,1697157731025,2,0
1445,98da5ea4709fceea622e0805482e10ae,productpage-v1,0,622e0805482e10ae,,28,28,28,1697157730985,1697157731101,116,0
1446,98da5ea4709fceea622e0805482e10ae,reviews-v3,0,af72e20d37fc81b6,622e0805482e10ae,13,13,13,1697157731087,1697157731093,6,0
1447,585edfe06b786d64238511da45fbfd9b,ratings-v1,0,c02cb87189a49d4b,07850b2e9e137215,20,20,20,1697157731138,1697157731139,1,0
1448,585edfe06b786d64238511da45fbfd9b,details-v1,0,0bb23466bf232ac3,238511da45fbfd9b,20,20,20,1697157731102,1697157731105,3,0
1449,585edfe06b786d64238511da45fbfd9b,productpage-v1,0,238511da45fbfd9b,,28,28,28,1697157731061,1697157731161,100,0
1450,585edfe06b786d64238511da45fbfd9b,reviews-v3,0,07850b2e9e137215,238511da45fbfd9b,13,13,13,1697157731133,1697157731141,8,0
1451,f91829de60b0de26b630ecd94b11e39d,ratings-v1,0,5b96c8e0f012e8d3,9a0042c08ce1371a,20,20,20,1697157731182,1697157731184,2,0
1452,f91829de60b0de26b630ecd94b11e39d,details-v1,0,9fc2a947146f61dc,b630ecd94b11e39d,19,19,19,1697157731085,1697157731132,47,0
1453,f91829de60b0de26b630ecd94b11e39d,productpage-v1,0,b630ecd94b11e39d,,27,27,27,1697157731061,1697157731225,164,0
1454,f91829de60b0de26b630ecd94b11e39d,reviews-v3,0,9a0042c08ce1371a,b630ecd94b11e39d,13,13,13,1697157731180,1697157731186,6,0
1455,6dc9293402924e35a2321f2301a3d128,ratings-v1,0,fd476da472e3044e,dea4f39e6afe38a9,20,20,20,1697157731205,1697157731206,1,0
1456,6dc9293402924e35a2321f2301a3d128,details-v1,0,9213cefb0326d2a7,a2321f2301a3d128,20,20,20,1697157731134,1697157731139,5,0
1457,6dc9293402924e35a2321f2301a3d128,productpage-v1,0,a2321f2301a3d128,,27,27,27,1697157731079,1697157731274,195,0
1458,6dc9293402924e35a2321f2301a3d128,reviews-v3,0,dea4f39e6afe38a9,a2321f2301a3d128,14,14,14,1697157731203,1697157731208,5,0
1459,dbb96cf1df32c01b1beed34cbd1468c2,ratings-v1,0,c476f2bd4fe14f1a,6b2d188d00d0651d,20,20,20,1697157731209,1697157731213,4,0
1460,dbb96cf1df32c01b1beed34cbd1468c2,details-v1,0,7c1675b61d4cbd0c,1beed34cbd1468c2,21,21,21,1697157731133,1697157731136,3,0
1461,dbb96cf1df32c01b1beed34cbd1468c2,productpage-v1,0,1beed34cbd1468c2,,28,28,28,1697157731072,1697157731288,216,0
1462,dbb96cf1df32c01b1beed34cbd1468c2,reviews-v3,0,6b2d188d00d0651d,1beed34cbd1468c2,14,14,14,1697157731206,1697157731221,15,0
1463,118ce2de2c2922c9ab7dae21a66363ff,ratings-v1,0,0a9743b32f80b1f5,e6b660f8b135a810,20,20,20,1697157731211,1697157731220,9,0
1464,118ce2de2c2922c9ab7dae21a66363ff,details-v1,0,a883a9b90911b115,ab7dae21a66363ff,20,20,20,1697157731118,1697157731164,46,0
1465,118ce2de2c2922c9ab7dae21a66363ff,productpage-v1,0,ab7dae21a66363ff,,28,28,28,1697157731075,1697157731298,223,0
1466,118ce2de2c2922c9ab7dae21a66363ff,reviews-v3,0,e6b660f8b135a810,ab7dae21a66363ff,14,14,14,1697157731206,1697157731226,20,0
1467,7407bee3e75dc1e27e467b375bfdbab7,ratings-v1,0,64d157fb1e497060,d6934b4a1d17506c,20,20,20,1697157731224,1697157731225,1,0
1468,7407bee3e75dc1e27e467b375bfdbab7,details-v1,0,e8bbcf2a181ecf4c,7e467b375bfdbab7,21,21,21,1697157731162,1697157731164,2,0
1469,7407bee3e75dc1e27e467b375bfdbab7,productpage-v1,0,7e467b375bfdbab7,,28,28,28,1697157731098,1697157731280,182,0
1470,7407bee3e75dc1e27e467b375bfdbab7,reviews-v3,0,d6934b4a1d17506c,7e467b375bfdbab7,14,14,14,1697157731220,1697157731227,7,0
1471,6f78107181fd76a27a2aab15260f9c4d,ratings-v1,0,a5992068cf1f4468,4d4d049d537156b8,20,20,20,1697157731238,1697157731239,1,0
1472,6f78107181fd76a27a2aab15260f9c4d,details-v1,0,4833da3502ca13ec,7a2aab15260f9c4d,19,19,19,1697157731146,1697157731188,42,0
1473,6f78107181fd76a27a2aab15260f9c4d,productpage-v1,0,7a2aab15260f9c4d,,27,27,27,1697157731091,1697157731288,197,0
1474,6f78107181fd76a27a2aab15260f9c4d,reviews-v3,0,4d4d049d537156b8,7a2aab15260f9c4d,13,13,13,1697157731236,1697157731240,4,0
1475,5a03142cada2c3a4000196302141129c,ratings-v1,0,dd535a6440196c57,c72768f32db172bc,20,20,20,1697157731252,1697157731254,2,0
1476,5a03142cada2c3a4000196302141129c,details-v1,0,929350be7685cf53,000196302141129c,19,19,19,1697157731197,1697157731199,2,0
1477,5a03142cada2c3a4000196302141129c,productpage-v1,0,000196302141129c,,28,28,28,1697157731132,1697157731291,159,0
1478,5a03142cada2c3a4000196302141129c,reviews-v3,0,c72768f32db172bc,000196302141129c,13,13,13,1697157731250,1697157731256,6,0
1479,737ebc13975cd131901ed0293d47dd73,details-v1,0,2a62d48227561a70,901ed0293d47dd73,20,20,20,1697157731276,1697157731280,4,0
1480,737ebc13975cd131901ed0293d47dd73,productpage-v1,0,901ed0293d47dd73,,28,28,28,1697157731228,1697157731392,164,0
1481,737ebc13975cd131901ed0293d47dd73,reviews-v3,0,c6e7df7d8a3f38f8,901ed0293d47dd73,13,13,13,1697157731355,1697157731362,7,0
1482,737ebc13975cd131901ed0293d47dd73,ratings-v1,0,93ddc38e8b71d609,c6e7df7d8a3f38f8,20,20,20,1697157731359,1697157731361,2,0
1483,5bdfdeeac480067c6356751a54383796,details-v1,0,3a90573c420f3538,6356751a54383796,20,20,20,1697157731317,1697157731320,3,0
1484,5bdfdeeac480067c6356751a54383796,productpage-v1,0,6356751a54383796,,27,27,27,1697157731277,1697157731440,163,0
1485,5bdfdeeac480067c6356751a54383796,reviews-v3,0,c49e61d7f6569aeb,6356751a54383796,13,13,13,1697157731387,1697157731393,6,0
1486,5bdfdeeac480067c6356751a54383796,ratings-v1,0,2a1ac93c94af9cab,c49e61d7f6569aeb,20,20,20,1697157731389,1697157731390,1,0
1487,1448d80f46d2a1a5efde7b956f7562ca,details-v1,0,7b2896d77d217702,efde7b956f7562ca,20,20,20,1697157731325,1697157731329,4,0
1488,1448d80f46d2a1a5efde7b956f7562ca,productpage-v1,0,efde7b956f7562ca,,27,27,27,1697157731278,1697157731448,170,0
1489,1448d80f46d2a1a5efde7b956f7562ca,reviews-v3,0,40581995357c76d5,efde7b956f7562ca,14,14,14,1697157731390,1697157731397,7,0
1490,1448d80f46d2a1a5efde7b956f7562ca,ratings-v1,0,907f9de09e33cb3c,40581995357c76d5,20,20,20,1697157731394,1697157731396,2,0
1491,dfcb472695c8aa2b727239d450e6c82e,details-v1,0,e0182841e1643d3a,727239d450e6c82e,20,20,20,1697157731361,1697157731364,3,0
1492,dfcb472695c8aa2b727239d450e6c82e,productpage-v1,0,727239d450e6c82e,,28,28,28,1697157731282,1697157731446,164,0
1493,dfcb472695c8aa2b727239d450e6c82e,reviews-v3,0,355c6d7d45d38ffb,727239d450e6c82e,13,13,13,1697157731396,1697157731400,4,0
1494,dfcb472695c8aa2b727239d450e6c82e,ratings-v1,0,d18da52ad6a7a10c,355c6d7d45d38ffb,20,20,20,1697157731398,1697157731398,0,0
1495,fae385aa90786c9d33c4230c6c0c65b3,details-v1,0,3193be26232d3680,33c4230c6c0c65b3,20,20,20,1697157731367,1697157731369,2,0
1496,fae385aa90786c9d33c4230c6c0c65b3,productpage-v1,0,33c4230c6c0c65b3,,27,27,27,1697157731290,1697157731448,158,0
1497,fae385aa90786c9d33c4230c6c0c65b3,reviews-v3,0,71016ae0db62a07f,33c4230c6c0c65b3,13,13,13,1697157731404,1697157731408,4,0
1498,fae385aa90786c9d33c4230c6c0c65b3,ratings-v1,0,fec4dcdb1ed4459f,71016ae0db62a07f,20,20,20,1697157731406,1697157731406,0,0
1499,c7e66d10c0bd1aef232d7b65d3237b12,details-v1,0,ff4da718f6b8d1d4,232d7b65d3237b12,21,21,21,1697157731383,1697157731386,3,0
1500,c7e66d10c0bd1aef232d7b65d3237b12,productpage-v1,0,232d7b65d3237b12,,27,27,27,1697157731290,1697157731481,191,0
1501,c7e66d10c0bd1aef232d7b65d3237b12,reviews-v3,0,2c47eac9901173d3,232d7b65d3237b12,14,14,14,1697157731442,1697157731452,10,0
1502,c7e66d10c0bd1aef232d7b65d3237b12,ratings-v1,0,21e4cf12c1d7d00f,2c47eac9901173d3,20,20,20,1697157731446,1697157731448,2,0
1503,6690f6c72cec264e6f848343313eb17e,details-v1,0,c9d3757a97fe43da,6f848343313eb17e,20,20,20,1697157731371,1697157731416,45,0
1504,6690f6c72cec264e6f848343313eb17e,productpage-v1,0,6f848343313eb17e,,28,28,28,1697157731299,1697157731468,169,0
1505,6690f6c72cec264e6f848343313eb17e,reviews-v3,0,ae8da59346dcf7a8,6f848343313eb17e,14,14,14,1697157731444,1697157731454,10,0
1506,6690f6c72cec264e6f848343313eb17e,ratings-v1,0,017378f9d239d3a1,ae8da59346dcf7a8,20,20,20,1697157731451,1697157731453,2,0
1507,3a152124b531b269c2e56ec0fa60714a,details-v1,0,a57c606ba29de8d5,c2e56ec0fa60714a,21,21,21,1697157731379,1697157731381,2,0
1508,3a152124b531b269c2e56ec0fa60714a,productpage-v1,0,c2e56ec0fa60714a,,28,28,28,1697157731329,1697157731501,172,0
1509,3a152124b531b269c2e56ec0fa60714a,reviews-v3,0,82df5cd0ad0761d5,c2e56ec0fa60714a,13,13,13,1697157731442,1697157731456,14,0
1510,3a152124b531b269c2e56ec0fa60714a,ratings-v1,0,1f30bf9feba0b5cd,82df5cd0ad0761d5,20,20,20,1697157731452,1697157731455,3,0
1511,763a9270e4a31e63779ebaa6dce55783,details-v1,0,e64de95fe38b4a7f,779ebaa6dce55783,22,22,22,1697157731384,1697157731455,71,0
1512,763a9270e4a31e63779ebaa6dce55783,productpage-v1,0,779ebaa6dce55783,,27,27,27,1697157731294,1697157731558,264,0
1513,763a9270e4a31e63779ebaa6dce55783,reviews-v3,0,820093d7eb3e1d10,779ebaa6dce55783,13,13,13,1697157731505,1697157731515,10,0
1514,763a9270e4a31e63779ebaa6dce55783,ratings-v1,0,f2bf9262d8bdd061,820093d7eb3e1d10,20,20,20,1697157731508,1697157731513,5,0
1515,2a5e4f636dfda02b4ee9be3dd3d26cfb,details-v1,0,399f71b55c780817,4ee9be3dd3d26cfb,21,21,21,1697157731462,1697157731464,2,0
1516,2a5e4f636dfda02b4ee9be3dd3d26cfb,productpage-v1,0,4ee9be3dd3d26cfb,,27,27,27,1697157731451,1697157731598,147,0
1517,2a5e4f636dfda02b4ee9be3dd3d26cfb,reviews-v3,0,154a30f0d4e5ae3a,4ee9be3dd3d26cfb,13,13,13,1697157731527,1697157731532,5,0
1518,2a5e4f636dfda02b4ee9be3dd3d26cfb,ratings-v1,0,c89cb7218a9f95e1,154a30f0d4e5ae3a,20,20,20,1697157731529,1697157731530,1,0
1519,a63e30e4ec21aeb487414fee0f857402,details-v1,0,ed578f10d2dfda1c,87414fee0f857402,21,21,21,1697157731468,1697157731470,2,0
1520,a63e30e4ec21aeb487414fee0f857402,productpage-v1,0,87414fee0f857402,,28,28,28,1697157731443,1697157731593,150,0
1521,a63e30e4ec21aeb487414fee0f857402,reviews-v3,0,2da1256ef11837c2,87414fee0f857402,13,13,13,1697157731539,1697157731544,5,0
1522,a63e30e4ec21aeb487414fee0f857402,ratings-v1,0,20904788b6dad7bf,2da1256ef11837c2,20,20,20,1697157731541,1697157731542,1,0
1523,8dae8f612588e854f219729d056f4456,details-v1,0,6799b1f5765b0bfa,f219729d056f4456,21,21,21,1697157731451,1697157731456,5,0
1524,8dae8f612588e854f219729d056f4456,productpage-v1,0,f219729d056f4456,,28,28,28,1697157731420,1697157731600,180,0
1525,8dae8f612588e854f219729d056f4456,reviews-v3,0,3b8b3db94efb61cd,f219729d056f4456,13,13,13,1697157731542,1697157731548,6,0
1526,8dae8f612588e854f219729d056f4456,ratings-v1,0,12d0f0be98da590e,3b8b3db94efb61cd,20,20,20,1697157731545,1697157731546,1,0
1527,8f2557751bcb7d9049df9c48e1a56663,details-v1,0,696f1d0f253184ce,49df9c48e1a56663,21,21,21,1697157731501,1697157731505,4,0
1528,8f2557751bcb7d9049df9c48e1a56663,productpage-v1,0,49df9c48e1a56663,,27,27,27,1697157731453,1697157731635,182,0
1529,8f2557751bcb7d9049df9c48e1a56663,reviews-v3,0,d041e99de50e8bd0,49df9c48e1a56663,13,13,13,1697157731572,1697157731578,6,0
1530,8f2557751bcb7d9049df9c48e1a56663,ratings-v1,0,4e6e631bfd6739c9,d041e99de50e8bd0,20,20,20,1697157731574,1697157731577,3,0
1531,3d87ecff444e6bf28d8119256faa94bf,details-v1,0,882e06123e70b75f,8d8119256faa94bf,22,22,22,1697157731524,1697157731527,3,0
1532,3d87ecff444e6bf28d8119256faa94bf,productpage-v1,0,8d8119256faa94bf,,28,28,28,1697157731453,1697157731635,182,0
1533,3d87ecff444e6bf28d8119256faa94bf,reviews-v3,0,e247d73f2779120d,8d8119256faa94bf,13,13,13,1697157731587,1697157731598,11,0
1534,3d87ecff444e6bf28d8119256faa94bf,ratings-v1,0,8bf76f5bf0fcff01,e247d73f2779120d,20,20,20,1697157731591,1697157731595,4,0
1535,d4b28da02d4e930addcc43eed8c4abbc,details-v1,0,ac8db777071bf9f1,ddcc43eed8c4abbc,22,22,22,1697157731525,1697157731531,6,0
1536,d4b28da02d4e930addcc43eed8c4abbc,productpage-v1,0,ddcc43eed8c4abbc,,28,28,28,1697157731483,1697157731643,160,0
1537,d4b28da02d4e930addcc43eed8c4abbc,reviews-v3,0,41eb833889c1ee93,ddcc43eed8c4abbc,13,13,13,1697157731598,1697157731603,5,0
1538,d4b28da02d4e930addcc43eed8c4abbc,ratings-v1,0,63dedcdf22b2e9f8,41eb833889c1ee93,20,20,20,1697157731601,1697157731602,1,0
1539,c5c9227a77a9b2d01643f0be1f6ef767,details-v1,0,0072e03a524e0b59,1643f0be1f6ef767,21,21,21,1697157731530,1697157731552,22,0
1540,c5c9227a77a9b2d01643f0be1f6ef767,productpage-v1,0,1643f0be1f6ef767,,27,27,27,1697157731503,1697157731666,163,0
1541,c5c9227a77a9b2d01643f0be1f6ef767,reviews-v3,0,77f4dccd3b4e47b2,1643f0be1f6ef767,13,13,13,1697157731613,1697157731618,5,0
1542,c5c9227a77a9b2d01643f0be1f6ef767,ratings-v1,0,866be84d2c26c443,77f4dccd3b4e47b2,20,20,20,1697157731616,1697157731617,1,0
1543,f0eac6470bab1996393dccbd01b77e65,details-v1,0,613e007a11cead96,393dccbd01b77e65,22,22,22,1697157731526,1697157731550,24,0
1544,f0eac6470bab1996393dccbd01b77e65,productpage-v1,0,393dccbd01b77e65,,28,28,28,1697157731469,1697157731665,196,0
1545,f0eac6470bab1996393dccbd01b77e65,reviews-v3,0,2827b54eef9f98ea,393dccbd01b77e65,13,13,13,1697157731616,1697157731622,6,0
1546,f0eac6470bab1996393dccbd01b77e65,ratings-v1,0,b6b03980336003cf,2827b54eef9f98ea,20,20,20,1697157731619,1697157731620,1,0
1547,c7da84ad82da1bfe345f751cab1cf0c3,productpage-v1,0,345f751cab1cf0c3,,28,28,28,1697157731601,1697157731754,153,0
1548,c7da84ad82da1bfe345f751cab1cf0c3,reviews-v3,0,8cb2e59e23d7eb08,345f751cab1cf0c3,13,13,13,1697157731709,1697157731715,6,0
1549,c7da84ad82da1bfe345f751cab1cf0c3,ratings-v1,0,ef59347ad0e48051,8cb2e59e23d7eb08,20,20,20,1697157731712,1697157731713,1,0
1550,c7da84ad82da1bfe345f751cab1cf0c3,details-v1,0,0ff12cb9d55e2055,345f751cab1cf0c3,22,22,22,1697157731643,1697157731646,3,0
1551,8aabb000c4b873e57b556d96039b0c27,productpage-v1,0,7b556d96039b0c27,,27,27,27,1697157731637,1697157731786,149,0
1552,8aabb000c4b873e57b556d96039b0c27,reviews-v3,0,7b33a5adf5a4c5ec,7b556d96039b0c27,13,13,13,1697157731735,1697157731740,5,0
1553,8aabb000c4b873e57b556d96039b0c27,ratings-v1,0,054522ff3169aa8b,7b33a5adf5a4c5ec,20,20,20,1697157731738,1697157731739,1,0
1554,8aabb000c4b873e57b556d96039b0c27,details-v1,0,f56f9c61d44f537d,7b556d96039b0c27,22,22,22,1697157731668,1697157731670,2,0
1555,429b39870c1434c3dcc951e9ff6adfcc,productpage-v1,0,dcc951e9ff6adfcc,,28,28,28,1697157731638,1697157731780,142,0
1556,429b39870c1434c3dcc951e9ff6adfcc,reviews-v3,0,6d7394770fb3076d,dcc951e9ff6adfcc,13,13,13,1697157731738,1697157731743,5,0
1557,429b39870c1434c3dcc951e9ff6adfcc,ratings-v1,0,13ddbe4c0af7f683,6d7394770fb3076d,20,20,20,1697157731741,1697157731742,1,0
1558,429b39870c1434c3dcc951e9ff6adfcc,details-v1,0,6fdb0f17492dfca4,dcc951e9ff6adfcc,22,22,22,1697157731682,1697157731684,2,0
1559,e3a2ef93eab88cfd6723e390c8eff5c4,productpage-v1,0,6723e390c8eff5c4,,27,27,27,1697157731667,1697157731818,151,0
1560,e3a2ef93eab88cfd6723e390c8eff5c4,reviews-v3,0,51d6a1661ef70ac0,6723e390c8eff5c4,13,13,13,1697157731752,1697157731757,5,0
1561,e3a2ef93eab88cfd6723e390c8eff5c4,ratings-v1,0,4f7883a77f154f75,51d6a1661ef70ac0,20,20,20,1697157731755,1697157731756,1,0
1562,e3a2ef93eab88cfd6723e390c8eff5c4,details-v1,0,7c77d916e93e927e,6723e390c8eff5c4,22,22,22,1697157731697,1697157731700,3,0
1563,8b054e7da4d2e225acc885066968daaf,productpage-v1,0,acc885066968daaf,,28,28,28,1697157731645,1697157731822,177,0
1564,8b054e7da4d2e225acc885066968daaf,reviews-v3,0,1b9bcc51661a08ba,acc885066968daaf,13,13,13,1697157731770,1697157731774,4,0
1565,8b054e7da4d2e225acc885066968daaf,ratings-v1,0,53ab6dfca79fc1d0,1b9bcc51661a08ba,20,20,20,1697157731772,1697157731773,1,0
1566,8b054e7da4d2e225acc885066968daaf,details-v1,0,5d4bec95bdbd9774,acc885066968daaf,22,22,22,1697157731698,1697157731701,3,0
1567,4499e32d53a9698b3ee406cf7336a29f,productpage-v1,0,3ee406cf7336a29f,,27,27,27,1697157731668,1697157731818,150,0
1568,4499e32d53a9698b3ee406cf7336a29f,reviews-v3,0,e0886d6cca9fdda5,3ee406cf7336a29f,13,13,13,1697157731759,1697157731764,5,0
1569,4499e32d53a9698b3ee406cf7336a29f,ratings-v1,0,87c3b71d8158566c,e0886d6cca9fdda5,20,20,20,1697157731762,1697157731763,1,0
1570,4499e32d53a9698b3ee406cf7336a29f,details-v1,0,e83fef71d6d43c0a,3ee406cf7336a29f,22,22,22,1697157731705,1697157731707,2,0
1571,e462b1ddb0e2d0ce875b205f7773b397,productpage-v1,0,875b205f7773b397,,28,28,28,1697157731712,1697157731919,207,0
1572,e462b1ddb0e2d0ce875b205f7773b397,reviews-v3,0,e1a135c1904e3048,875b205f7773b397,13,13,13,1697157731820,1697157731835,15,0
1573,e462b1ddb0e2d0ce875b205f7773b397,ratings-v1,0,f67ee0f339c330cc,e1a135c1904e3048,20,20,20,1697157731826,1697157731832,6,0
1574,e462b1ddb0e2d0ce875b205f7773b397,details-v1,0,65591e21168cdf89,875b205f7773b397,22,22,22,1697157731766,1697157731768,2,0
1575,f94f7585c95e4bbd0b9b518265e34cf4,productpage-v1,0,0b9b518265e34cf4,,28,28,28,1697157731732,1697157731856,124,0
1576,f94f7585c95e4bbd0b9b518265e34cf4,reviews-v3,0,3a620e1b150551cb,0b9b518265e34cf4,13,13,13,1697157731819,1697157731831,12,0
1577,f94f7585c95e4bbd0b9b518265e34cf4,ratings-v1,0,28abe28e39d350a2,3a620e1b150551cb,20,20,20,1697157731822,1697157731825,3,0
1578,f94f7585c95e4bbd0b9b518265e34cf4,details-v1,0,b2675a9c09caa670,0b9b518265e34cf4,22,22,22,1697157731773,1697157731775,2,0
1579,d5546b714ebe238d3d84e0b79da482db,productpage-v1,0,3d84e0b79da482db,,28,28,28,1697157731756,1697157731935,179,0
1580,d5546b714ebe238d3d84e0b79da482db,reviews-v3,0,14d75208c5d5e457,3d84e0b79da482db,13,13,13,1697157731854,1697157731870,16,0
1581,d5546b714ebe238d3d84e0b79da482db,ratings-v1,0,5c443391f43d78b3,14d75208c5d5e457,20,20,20,1697157731856,1697157731860,4,0
1582,d5546b714ebe238d3d84e0b79da482db,details-v1,0,d17d28b9cbd767a0,3d84e0b79da482db,22,22,22,1697157731781,1697157731783,2,0
1583,1b2ebe4fa1bf103020ee83d45be659ba,productpage-v1,0,20ee83d45be659ba,,27,27,27,1697157731748,1697157731937,189,0
1584,1b2ebe4fa1bf103020ee83d45be659ba,reviews-v3,0,c7520f7eaf554172,20ee83d45be659ba,13,13,13,1697157731855,1697157731878,23,0
1585,1b2ebe4fa1bf103020ee83d45be659ba,ratings-v1,0,d48d138c01c0c2a1,c7520f7eaf554172,20,20,20,1697157731866,1697157731874,8,0
1586,1b2ebe4fa1bf103020ee83d45be659ba,details-v1,0,fbf19e8c4c5df256,20ee83d45be659ba,22,22,22,1697157731783,1697157731785,2,0
1587,3ae8a90f68a2a35f0a3f966cc710cca7,productpage-v1,0,0a3f966cc710cca7,,28,28,28,1697157731769,1697157731956,187,0
1588,3ae8a90f68a2a35f0a3f966cc710cca7,reviews-v3,0,c2c831497a8d65c4,0a3f966cc710cca7,13,13,13,1697157731901,1697157731909,8,0
1589,3ae8a90f68a2a35f0a3f966cc710cca7,ratings-v1,0,bfd173548bae8d14,c2c831497a8d65c4,20,20,20,1697157731905,1697157731906,1,0
1590,3ae8a90f68a2a35f0a3f966cc710cca7,details-v1,0,f21dcc5de103efdf,0a3f966cc710cca7,22,22,22,1697157731803,1697157731848,45,0
1591,3f2f3985e1ff6fe9b65ad686a77bf264,productpage-v1,0,b65ad686a77bf264,,28,28,28,1697157731782,1697157731959,177,0
1592,3f2f3985e1ff6fe9b65ad686a77bf264,reviews-v3,0,1b3402228bfe0e5d,b65ad686a77bf264,13,13,13,1697157731913,1697157731917,4,0
1593,3f2f3985e1ff6fe9b65ad686a77bf264,ratings-v1,0,4f706be869df5587,1b3402228bfe0e5d,20,20,20,1697157731914,1697157731915,1,0
1594,3f2f3985e1ff6fe9b65ad686a77bf264,details-v1,0,645ff1fd98d2e23e,b65ad686a77bf264,23,23,23,1697157731823,1697157731825,2,0
1595,c96109748f27230b3ebe9bffd350f886,productpage-v1,0,3ebe9bffd350f886,,28,28,28,1697157731788,1697157732015,227,0
1596,c96109748f27230b3ebe9bffd350f886,reviews-v3,0,39fbeb10657e937a,3ebe9bffd350f886,13,13,13,1697157731954,1697157731962,8,0
1597,c96109748f27230b3ebe9bffd350f886,ratings-v1,0,b14e2e2fd32a5b5d,39fbeb10657e937a,20,20,20,1697157731957,1697157731959,2,0
1598,c96109748f27230b3ebe9bffd350f886,details-v1,0,145263745a174aa2,3ebe9bffd350f886,22,22,22,1697157731887,1697157731889,2,0
1599,8e94e3d68a867af76546afff16a0ed81,productpage-v1,0,6546afff16a0ed81,,28,28,28,1697157731825,1697157731999,174,0
1600,8e94e3d68a867af76546afff16a0ed81,reviews-v3,0,4d906ae4bff53dd9,6546afff16a0ed81,13,13,13,1697157731932,1697157731936,4,0
1601,8e94e3d68a867af76546afff16a0ed81,ratings-v1,0,4a1dad82dfcea56f,4d906ae4bff53dd9,20,20,20,1697157731934,1697157731935,1,0
1602,8e94e3d68a867af76546afff16a0ed81,details-v1,0,3c536399b5f1992a,6546afff16a0ed81,22,22,22,1697157731896,1697157731899,3,0
1603,dd0e4f12ffd18d11461b2e18f1a36ef2,productpage-v1,0,461b2e18f1a36ef2,,27,27,27,1697157731821,1697157732044,223,0
1604,dd0e4f12ffd18d11461b2e18f1a36ef2,reviews-v3,0,9c25102e3cdc2a9d,461b2e18f1a36ef2,13,13,13,1697157731978,1697157731985,7,0
1605,dd0e4f12ffd18d11461b2e18f1a36ef2,ratings-v1,0,8a4c6e3ca94457fc,9c25102e3cdc2a9d,20,20,20,1697157731981,1697157731983,2,0
